epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5583957433700562,1.0618830919265747,0.001,0.624848484992981,0.6805552244186401
1,0.8191978335380554,0.6270262002944946,0.001,0.9345454573631287,0.5711380243301392
2,0.9392513632774353,0.5003249645233154,0.001,0.9651514887809753,0.4248470366001129
3,0.9634759426116943,0.3535075783729553,0.001,0.9700000286102295,0.2906641960144043
4,0.9678074717521667,0.24079839885234833,0.001,0.9696969985961914,0.20363633334636688
5,0.9707486629486084,0.17617599666118622,0.001,0.9730303287506104,0.15441733598709106
6,0.9727807641029358,0.14162008464336395,0.001,0.9727272987365723,0.12827149033546448
7,0.9749197959899902,0.11999239027500153,0.001,0.9739394187927246,0.1134566143155098
8,0.9754010438919067,0.10697127878665924,0.001,0.9742424488067627,0.10275778919458389
9,0.9759892821311951,0.1015465036034584,0.001,0.9706060886383057,0.11067355424165726
10,0.9770588278770447,0.09752201288938522,0.001,0.9748485088348389,0.09942662715911865
11,0.9765240550041199,0.09563621133565903,0.001,0.9784848690032959,0.09410104155540466
12,0.978074848651886,0.08595889061689377,0.001,0.9769697189331055,0.08642245829105377
13,0.9782887697219849,0.08550196886062622,0.001,0.9781818389892578,0.08293841779232025
14,0.9781283140182495,0.08576749265193939,0.001,0.9724242687225342,0.10265510529279709
15,0.9785026907920837,0.08332153409719467,0.001,0.9769697189331055,0.08411770313978195
16,0.9802674055099487,0.07420890778303146,0.0006,0.9790909290313721,0.07465292513370514
17,0.9802138805389404,0.07277381420135498,0.0006,0.978787899017334,0.07548489421606064
18,0.9794652462005615,0.07830630987882614,0.0006,0.978787899017334,0.0752994492650032
19,0.9814438223838806,0.06779801845550537,0.00036,0.9757575988769531,0.09825054556131363
