epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.48818182945251465,1.0630182027816772,0.001,0.3590908944606781,0.7596768736839294
1,0.5073261857032776,0.7136013507843018,0.001,0.48575758934020996,0.6953168511390686
2,0.5877005457878113,0.6909552812576294,0.001,0.6809090971946716,0.6851653456687927
3,0.6611229777336121,0.6787694096565247,0.001,0.6375757455825806,0.6692734956741333
4,0.7406951785087585,0.6567476987838745,0.001,0.8406060338020325,0.6418207883834839
5,0.8831015825271606,0.6215119957923889,0.001,0.8933333158493042,0.5991458892822266
6,0.8964171409606934,0.5764265060424805,0.001,0.8939393758773804,0.552149772644043
7,0.8985561728477478,0.5270370244979858,0.001,0.9078788161277771,0.5037353038787842
8,0.9007486701011658,0.4794842004776001,0.001,0.9027272462844849,0.45627179741859436
9,0.9023529291152954,0.43655118346214294,0.001,0.9081818461418152,0.4162425398826599
10,0.9056684374809265,0.39987093210220337,0.001,0.8912121057510376,0.38998061418533325
11,0.9081818461418152,0.366672158241272,0.001,0.9127272963523865,0.3535662591457367
12,0.9117646813392639,0.340313196182251,0.001,0.9169697165489197,0.3309125006198883
13,0.9138502478599548,0.31901052594184875,0.001,0.9184848666191101,0.3118840754032135
14,0.9157754182815552,0.30127644538879395,0.001,0.9200000166893005,0.29649072885513306
15,0.9186630845069885,0.28659677505493164,0.001,0.9200000166893005,0.28447502851486206
16,0.9197326302528381,0.2739526331424713,0.001,0.918181836605072,0.27243009209632874
17,0.9213903546333313,0.26436546444892883,0.001,0.9203030467033386,0.26155075430870056
18,0.9212299585342407,0.25724294781684875,0.001,0.921515166759491,0.2558216154575348
19,0.9231016039848328,0.2500266134738922,0.001,0.9184848666191101,0.2493690848350525
20,0.9244384765625,0.24381421506404877,0.001,0.9224242568016052,0.24432554841041565
21,0.9264171123504639,0.23927637934684753,0.001,0.9175757765769958,0.24237090349197388
22,0.926203191280365,0.23579825460910797,0.001,0.9245454668998718,0.23809973895549774
23,0.9265775680541992,0.2319481372833252,0.001,0.9203030467033386,0.24078001081943512
24,0.9287165999412537,0.22835689783096313,0.001,0.918181836605072,0.23695451021194458
25,0.927540123462677,0.22696168720722198,0.001,0.9239394068717957,0.22772836685180664
26,0.9287700653076172,0.22349414229393005,0.001,0.9196969866752625,0.22708569467067719
27,0.9294652342796326,0.22072988748550415,0.001,0.9196969866752625,0.22556930780410767
28,0.929411768913269,0.21928326785564423,0.001,0.9236363768577576,0.22202295064926147
29,0.930160403251648,0.21702498197555542,0.001,0.9239394068717957,0.22124083340168
30,0.9302673935890198,0.21624012291431427,0.001,0.928787887096405,0.2286255955696106
31,0.9300534725189209,0.2161952257156372,0.001,0.9239394068717957,0.21802665293216705
32,0.9306951761245728,0.21382564306259155,0.001,0.9233333468437195,0.21848829090595245
33,0.9317647218704224,0.21225324273109436,0.001,0.925151526927948,0.21652308106422424
34,0.93149733543396,0.21114680171012878,0.001,0.9239394068717957,0.216411754488945
35,0.9309090971946716,0.20970293879508972,0.001,0.9284848570823669,0.22389058768749237
36,0.9325133562088013,0.20964927971363068,0.001,0.9266666769981384,0.21541675925254822
37,0.932941198348999,0.20753984153270721,0.001,0.9269697070121765,0.2171676903963089
38,0.932941198348999,0.20733344554901123,0.001,0.9278787970542908,0.2136661857366562
39,0.9324064254760742,0.2069810926914215,0.001,0.925151526927948,0.21676015853881836
40,0.9318716526031494,0.20547102391719818,0.001,0.9239394068717957,0.21481241285800934
41,0.9324064254760742,0.2045358568429947,0.0006,0.9254545569419861,0.21103255450725555
42,0.932941198348999,0.2029627561569214,0.0006,0.9245454668998718,0.21082529425621033
43,0.933262050151825,0.20275428891181946,0.0006,0.9233333468437195,0.2099996656179428
44,0.933368980884552,0.20251226425170898,0.0006,0.9239394068717957,0.21520885825157166
45,0.9339037537574768,0.20291544497013092,0.0006,0.9269697070121765,0.21071481704711914
46,0.9336363673210144,0.20113062858581543,0.00036,0.9239394068717957,0.20926500856876373
47,0.933475911617279,0.20111404359340668,0.00036,0.925151526927948,0.2083093822002411
48,0.9334224462509155,0.2001630961894989,0.00036,0.9257575869560242,0.2079908847808838
49,0.9336363673210144,0.19985537230968475,0.00036,0.9242424368858337,0.20784924924373627
50,0.9335829019546509,0.2003108412027359,0.00036,0.9248484969139099,0.2078326940536499
51,0.933475911617279,0.1998049020767212,0.00036,0.9257575869560242,0.20790785551071167
52,0.9339572191238403,0.19873104989528656,0.000216,0.925151526927948,0.20744375884532928
53,0.9340641498565674,0.19876202940940857,0.000216,0.9254545569419861,0.20751279592514038
54,0.9346523880958557,0.1984536051750183,0.000216,0.9263636469841003,0.2077658325433731
55,0.9346523880958557,0.1981026530265808,0.0001296,0.9245454668998718,0.20722916722297668
56,0.9347593784332275,0.1981225609779358,0.0001296,0.9236363768577576,0.20726080238819122
57,0.9345989227294922,0.19800277054309845,0.0001296,0.9248484969139099,0.2071530669927597
58,0.9349197745323181,0.19771182537078857,7.776e-05,0.9245454668998718,0.20690855383872986
59,0.9346523880958557,0.1976015269756317,7.776e-05,0.9254545569419861,0.2069273442029953
60,0.9342780709266663,0.19760389626026154,7.776e-05,0.9260606169700623,0.20720508694648743
61,0.935133695602417,0.19728058576583862,4.6656e-05,0.9236363768577576,0.2071406990289688
