epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6348128318786621,1.033707857131958,0.001,0.800000011920929,0.6852922439575195
1,0.8263636231422424,0.6432437896728516,0.001,0.857272744178772,0.5947380065917969
2,0.8856684565544128,0.5255995988845825,0.001,0.9096969962120056,0.44382551312446594
3,0.9318716526031494,0.37558451294898987,0.001,0.956969678401947,0.2850814461708069
4,0.9702673554420471,0.2173069566488266,0.001,0.9821212291717529,0.16724781692028046
5,0.9808021187782288,0.1415039747953415,0.001,0.9851515293121338,0.1150522232055664
6,0.9842780828475952,0.10043253749608994,0.001,0.9842424392700195,0.10984814912080765
7,0.9828876852989197,0.09516479820013046,0.001,0.982424259185791,0.0842866450548172
8,0.98481285572052,0.08146398514509201,0.001,0.9803030490875244,0.07932932674884796
9,0.9842780828475952,0.07689221948385239,0.001,0.9854545593261719,0.11148171126842499
10,0.9858288764953613,0.07260690629482269,0.001,0.9881818294525146,0.07823802530765533
11,0.9850802421569824,0.07650130242109299,0.001,0.9833333492279053,0.06650730967521667
12,0.9864171147346497,0.06587758660316467,0.001,0.9833333492279053,0.08145245909690857
13,0.9877539873123169,0.06689514964818954,0.001,0.9836363792419434,0.06502328813076019
14,0.9858823418617249,0.0731627494096756,0.001,0.9636363387107849,0.15169917047023773
15,0.9872727394104004,0.07596441358327866,0.001,0.9851515293121338,0.07344920188188553
16,0.9905882477760315,0.04688596725463867,0.0006,0.9903030395507812,0.04055139422416687
17,0.9901604056358337,0.04519997164607048,0.0006,0.9912121295928955,0.0457751527428627
18,0.9902673959732056,0.04463902860879898,0.0006,0.989393949508667,0.04772575572133064
19,0.9912834167480469,0.046393923461437225,0.00036,0.9906060695648193,0.035049453377723694
20,0.9935829043388367,0.031917471438646317,0.00036,0.9939393997192383,0.03293565660715103
21,0.9930481314659119,0.03308812528848648,0.00036,0.9915151596069336,0.03738510236144066
22,0.9931550621986389,0.03300368785858154,0.00036,0.9942424297332764,0.03471343591809273
23,0.9954010844230652,0.028490537777543068,0.000216,0.993030309677124,0.03303106129169464
